15896	50
15640	25
15640	15874
15640	16865
16570	40
16570	16283
16570	16546
15717	89
15717	18645
15820	90
15820	17334
15820	21367
16122	81
16122	15901
15894	41
15894	15810
15894	15829
15894	16690
15894	16747
15875	37
15875	24746
15937	82
15937	16037
15937	16653
15937	20220
25201	375
15895	51
15895	17034
25612	1226
25612	19661
25612	25154
25612	25732
25450	5595
25450	17337
15753	120
15753	17238
15753	21350
24130	6125
24130	25610
24130	25792
25203	3723
25203	28358
15949	130
15949	32807
15822	153
19662	376
18921	5374
16146	154
16146	15641
16146	15744
16146	16145
15811	92
15811	15821
15811	15936
24133	6126
24133	21087
15736	3768
15736	15742
15736	16125
15736	16282
15736	25107
32585	13396
32585	22881
29823	9969
29823	29231
15743	131
18923	5596
18923	24136
31983	9123
31983	30983
31983	32477
15718	3769
15902	175
18022	13403
18022	27159
18022	29983
18022	32388
18022	32971
24137	6129
29270	9297
24974	13387
21739	4230
16147	132
16147	16577
16403	202
16403	16537
20510	9006
16722	530
16722	15719
17713	13389
17713	29776
17713	32888
15642	203
21090	6120
21090	25784
16460	551
29595	12541
18102	7255
22513	5022
22513	18277
22513	23204
22513	26827
16149	49
16149	15938
16149	16461
16149	16566
16149	28204
16123	557
16123	15952
18099	6687
15951	559
15951	24914
15951	29752
15951	30530
22453	5031
32889	7205
21091	6136
16882	527
32975	13308
32975	18097
16369	3252
29223	9249
15807	85
15807	15953
18925	3042
16293	36
16548	86
16548	16404
16548	16937
22514	6146
22514	18571
22514	25981
21365	15747
32771	11540
31985	10039
26178	4232
16869	236
16869	15975
24975	13419
24975	32978
22143	1713
22143	24139
22143	25550
32976	11028
32976	21917
16989	1747
24540	13138
24140	3724
24541	13139
31986	10040
31986	20788
32948	13023
25996	6149
15967	133
22883	13421
22883	24706
22883	31987
17021	4
15876	597
15963	176
26882	13401
26882	32979
16294	542
15958	204
15958	16153
15939	121
15939	19238
15760	15644
15760	15746
15760	16699
29732	10237
29732	18021
29732	32226
29732	32972
32945	13422
15645	177
15645	15808
15645	19087
15645	27091
32965	10642
16549	570
24705	13367
29782	13423
29782	31066
17180	169
24147	382
31038	5456
15964	560
16462	598
16462	16717
25113	4233
16724	205
16724	15809
16724	18084
15956	599
16047	633
16627	661
16627	15823
32647	11253
16150	134
16150	17219
16550	178
16550	15824
32977	13235
26515	9059
15877	237
15998	665
16725	672
29777	4359
30661	13429
21279	1573
29454	7989
32946	11038
20789	11317
20789	32987
23480	9587
26518	4306
33409	14375
25866	8604
25866	23479
27218	13433
16698	662
16698	16048
16698	16539
16698	16585
16449	6178
33991	13848
26527	8107
26527	28945
24436	8514
15825	673
15825	15755
15825	15830
15825	16723
16006	600
16006	18268
28690	9595
28230	3822
23580	6182
16666	171
16666	21114
15813	54
26519	9599
15903	87
19055	4235
31988	10041
25213	6186
33054	12658
33054	24989
32223	13442
29773	8576
29773	17895
15941	135
29119	9625
16652	26
16652	16463
16652	16535
16652	16758
16652	25603
21096	2307
21096	25787
26029	6189
18707	2624
18707	23194
16151	93
16151	15756
16151	16720
27189	8098
15959	690
25875	9956
26021	6179
30078	9978
30078	23495
30078	29907
26041	6135
26041	24625
26041	25688
26041	26043
16919	94
16919	16655
16919	16719
23871	18852
29116	2165
29116	17888
24153	6199
26585	5463
16874	5
16874	15878
16874	16957
16874	32641
26044	4477
21742	3418
21742	25517
24150	3419
16721	95
33049	15169
17570	8093
15879	238
15879	16178
15721	731
30660	13400
16729	239
16007	733
16007	15715
16007	16152
16296	224
16296	16838
16405	55
16405	15722
16405	16879
16405	29589
24154	385
21604	3432
21604	17195
15646	720
15646	16718
30104	5848
30104	27074
25795	6209
25795	17850
16049	748
16281	749
16281	16918
25218	5529
25218	18927
25218	20252
20292	6666
21354	225
21354	15970
21354	16536
21354	16538
21354	16728
21354	16839
15814	785
26046	6214
26046	26415
21743	6215
26179	6216
26179	26568
16038	157
16038	17162
15960	88
22512	6128
22512	25790
15713	206
15713	16888
15713	17407
15713	18083
15713	21449
15713	31156
15962	179
15962	16891
15962	31593
27633	5487
26172	1228
18959	6671
15961	180
26176	5849
26176	30873
25733	6223
25221	6224
16465	802
16465	16581
16892	158
15714	706
15714	15723
15714	15748
15714	16297
15714	16871
15714	18438
15714	22117
15714	31405
16726	821
25979	4231
25979	19054
16872	634
25222	6231
16727	535
20255	790
20255	15687
16298	125
16298	16051
16298	16259
25243	6232
16873	823
16052	750
16883	15757
16883	16877
20256	6237
21737	2427
15909	181
15909	26299
26053	5034
19155	6242
19155	19363
24539	12328
24539	32974
24555	3860
25329	5287
19663	388
16370	389
16292	635
16292	28408
16568	529
16568	15974
26031	3077
16890	835
16890	16053
16890	16155
16890	19251
16890	25363
16890	29922
16890	30423
16890	33651
25502	4237
16371	6246
27226	2968
16299	836
16299	16866
16299	19052
16299	22239
33550	14171
25330	5810
25330	26024
15741	545
25503	2309
33467	7123
15758	841
16300	822
15759	476
15759	15647
15759	25496
15759	26333
15969	136
15969	16010
17451	2078
16730	912
25224	6107
25224	19664
16884	167
33751	11693
33751	33983
21753	5645
21753	26200
18117	4238
21984	8820
26058	5532
16154	183
16154	17066
16154	26493
16154	26839
21629	3902
16893	913
16893	16054
16373	3349
16373	22522
16373	27017
16466	914
16466	16260
15761	842
15761	16301
24384	3469
24384	31430
15942	184
18929	6265
16632	636
16632	16008
16632	16762
16632	32856
26060	5035
26060	16232
26060	20259
25153	6266
26272	6269
20515	9001
25797	390
16732	843
16732	16634
16732	16868
16055	919
16055	16943
16055	21058
16055	23634
16056	751
16580	752
16580	15971
15906	56
15906	15737
15906	15762
15906	16009
15906	16303
15906	16467
15906	16938
15906	17020
15906	17185
15906	21355
28105	8017
28105	31838
15763	920
15763	25559
20258	6130
16302	753
21307	6106
21307	25754
15976	492
19362	6063
15972	137
29910	6528
16057	915
16057	16886
18711	2780
16733	803
16032	4239
16032	20261
15765	208
15765	16406
15765	16734
15765	16935
18572	5417
23675	6064
24156	5036
24156	21847
15883	57
19364	4240
33614	14828
20263	3817
16156	926
15766	546
16635	547
16635	15882
17338	973
17338	16158
17338	17364
17338	18107
17338	25045
20264	5640
19505	10052
26061	392
26875	4590
18394	6679
15977	152
15977	19047
25994	378
25994	16214
29721	12883
26032	3995
26062	3996
15648	226
16177	96
16177	16735
16177	21356
32518	982
32518	16058
15690	5442
15690	22525
20268	6066
24159	5037
16880	536
16469	754
16469	16736
16701	755
26003	3733
26003	17851
21045	983
15769	227
18931	3734
24386	3735
19157	1473
15884	97
15884	15768
17026	571
17026	16157
33260	5056
20269	6092
31478	15021
19365	6312
19365	22526
19365	25715
19365	26305
19365	26306
19365	26307
19365	26308
19365	32423
27318	4281
27318	27239
26004	6313
26004	24160
16470	98
16128	994
16128	21357
30249	5303
30249	30599
30249	31085
16407	1001
15767	99
16059	16934
16059	23628
21747	3420
21747	24630
21747	26275
20593	7181
15828	692
26193	6359
26193	26324
26005	6361
16408	680
16408	18166
15980	496
15649	42
15979	497
26006	393
16738	995
16703	210
16703	15886
16703	18082
25277	5715
24162	394
16039	552
16039	16304
16636	187
16636	16739
15983	1071
17192	707
17192	16305
17192	16955
17192	21359
17192	27245
17018	572
17018	16705
16956	1072
16956	16060
16956	16716
16956	16763
16956	17008
16956	17330
16956	19537
16956	23926
16956	32505
15985	493
15982	693
15982	15770
15982	21358
30017	12427
30017	32112
18934	3885
18934	24163
32827	13819
24164	395
15771	1002
15771	16175
16159	793
16159	16258
16159	32541
19058	4246
19751	573
19751	15772
19751	16574
17410	500
17410	16637
16704	1077
16704	16306
27819	5916
27819	31457
15831	1078
15986	211
17698	533
26009	6373
16656	160
26633	1678
26633	26740
16657	43
24167	6286
16374	6379
24168	2551
26304	4738
26304	26325
17009	804
17009	15832
25225	6382
25225	26319
25335	6383
29689	11463
16658	212
16658	16130
16658	18509
16658	19177
16658	19799
16523	4943
24141	5407
15991	756
15991	27215
23006	9314
16309	825
24171	5467
26063	3939
15773	1003
16131	1131
16131	16472
26008	6389
16063	694
16063	15943
16063	16012
16063	31770
26065	6390
26065	22243
25668	4626
17405	139
24172	6151
25549	240
25549	16040
16473	503
17726	504
19367	6397
19367	25458
19367	26543
17023	1147
16409	1148
16409	17022
16409	17063
16409	17064
17024	1080
17024	16288
17025	695
17025	16696
17025	17452
23581	2581
17108	927
15987	996
16639	1135
16639	17166
16160	1137
33454	12909
17119	696
15907	506
15907	17109
18457	2104
18457	19110
25352	6159
15988	558
26013	6377
18343	2875
18343	28928
17110	757
17110	16067
15992	1157
20579	9803
17038	172
17038	15833
17038	17766
17038	30567
17853	3350
17853	34083
17028	663
17028	18043
26068	397
15944	1172
15944	16842
16064	697
34094	15528
34094	34361
24143	6150
24143	23192
16640	246
16640	18068
16640	23891
17029	3771
21316	14392
21316	33758
17031	188
17030	7
17030	17400
16014	1138
16014	16135
16014	16174
17117	1139
17117	16165
16065	1132
16065	17202
26070	400
15724	1140
17120	1141
17120	16066
17183	805
20273	5469
17299	6192
17299	17374
17299	21967
34338	15547
21754	1474
23414	27166
19062	6422
16013	140
21762	5598
16764	1180
27576	5963
27576	20520
21759	6430
31073	14282
16595	248
16310	249
26209	3873
17032	214
17032	21360
17032	31382
20697	8553
16945	1183
16311	1184
21755	6431
17221	844
15752	997
15752	16958
15752	21361
16069	1186
16069	32445
30990	13704
16946	228
16946	25730
16459	229
16459	25083
16459	25084
16596	1187
16596	17067
26285	6167
17033	1190
17033	27452
25337	6252
15727	845
15727	16947
15727	33242
29685	11215
29685	30348
29685	31259
16184	534
16184	16898
17742	252
17742	17631
16642	253
19304	786
22400	4188
16643	846
21760	6435
17069	486
17181	1149
21761	4248
16070	928
16070	17070
15910	929
22529	6441
22529	26040
22529	26280
26072	6131
26375	4249
29291	9035
29291	28209
16644	1004
17071	230
16645	231
16645	16474
21375	787
21375	17386
21375	29308
17204	930
26374	404
16162	931
17701	6444
16161	933
16161	17227
16071	215
16071	17229
16071	21363
16707	487
24883	9087
15652	232
15652	16660
17224	934
21437	935
21437	23759
20014	936
20014	17205
20014	26683
20014	31781
26337	2151
26337	26027
30877	14420
15776	747
15776	16835
15776	17073
15776	17225
26210	6467
26210	17143
26210	17702
16376	198
17220	216
22279	595
22279	17228
22279	27040
22279	27147
25587	5443
16072	1220
16072	18278
20275	6468
20275	24637
20275	26377
33463	10402
19063	2582
19063	25038
17718	3934
22850	11395
15777	1006
15777	17245
16709	797
16709	17231
16709	19471
22518	6172
22518	26045
22518	28412
16377	6481
16377	18944
16377	26385
24328	3959
24328	34355
15654	1150
16410	190
16410	17233
17074	674
15868	537
15868	16897
24395	6366
18946	6482
18946	26386
17222	3772
19001	7452
25338	6227
16073	254
21366	1267
17218	1008
17218	15653
30143	22077
25340	6489
20276	6491
20276	26715
16961	8
26212	3738
26212	24179
26212	24639
32113	6436
26586	6304
20440	5418
20440	23604
20440	25108
17373	538
17373	16132
17373	17207
23933	4202
23933	23784
23933	34007
26736	4250
26737	4251
20277	4252
22261	6132
16189	29965
17534	9334
17335	16749
17335	17237
23948	3739
23948	18948
23948	25460
18947	3740
30485	6423
30485	27203
15725	1292
26397	5444
30618	11222
16710	3773
16710	15778
16231	5646
15779	1293
15779	15726
31334	11612
22532	6305
22532	30780
29198	5965
25214	4234
34277	15309
26400	6494
31300	5638
26399	3008
26215	6499
16080	1347
21410	1012
24182	6194
28672	6501
28672	32891
18950	6502
24181	6270
26997	10042
17236	102
17236	16411
26517	1000
24183	6280
21371	1352
21371	16963
18949	1232
17345	1355
32995	3309
32995	21309
32995	27339
32995	31647
32995	32890
16826	13824
28655	7311
29165	6341
